Date,High,Low,Open,Close,Volume,High_Range,Low_Range,Open_Range,Close_Range
2021-03-19,17.350000381469727,16.799999237060547,17.0,17.149999618530273,229181.0,1.44,-1.78,-0.58,0.29
2021-03-22,18.850000381469727,17.25,17.549999237060547,18.850000381469727,727983.0,9.8,0.6,2.33,9.91
2021-03-23,19.850000381469727,18.649999618530273,19.200000762939453,19.0,876162.0,5.31,-1.16,1.86,0.8
2021-03-24,20.299999237060547,18.899999618530273,18.950000762939453,20.200000762939453,738390.0,6.55,-0.54,-0.26,6.32
2021-03-25,20.649999618530273,19.200000762939453,20.299999237060547,19.549999237060547,810800.0,2.22,-5.29,0.5,-3.22
2021-03-26,20.149999618530273,19.399999618530273,19.799999237060547,20.0,451090.0,2.91,-0.78,1.28,2.3
2021-03-29,21.950000762939453,20.149999618530273,20.149999618530273,21.200000762939453,730553.0,9.68,0.77,0.75,6.0
2021-03-30,21.950000762939453,21.200000762939453,21.5,21.549999237060547,471099.0,3.42,0.0,1.42,1.65
2021-03-31,21.700000762939453,21.0,21.600000381469727,21.100000381469727,307277.0,0.68,-2.59,0.23,-2.09
2021-04-01,21.450000762939453,20.700000762939453,21.299999237060547,21.350000381469727,310466.0,1.61,-1.9,0.95,1.18
2021-04-07,23.5,21.450000762939453,21.700000762939453,23.5,600257.0,10.02,0.48,1.64,10.07
2021-04-08,24.200000762939453,23.200000762939453,23.799999237060547,24.0,427521.0,2.98,-1.4,1.28,2.13
2021-04-09,25.899999618530273,24.299999237060547,24.450000762939453,24.649999618530273,664906.0,7.85,1.29,1.88,2.71
2021-04-12,27.049999237060547,25.049999237060547,25.5,27.0,626089.0,9.27,1.65,3.45,9.53
2021-04-13,26.25,24.350000381469727,25.399999618530273,24.399999618530273,1095053.0,-2.77,-10.58,-5.93,-9.63
